'a'ba'gai'xin'zao 阿巴盖新蚤
'ya'ban'wei'hui'ying 亚斑尾秽蝇
'ya'ban'ya'shu 丫斑蚜属
'ya'ban'you'tian'niu 牙斑柚天牛
'ya'bian'pa'gu'jia 亚扁帕谷甲
'ya'bu'hua'lai'huang 雅布华癞蝗
'ya'bu'li'meng 亚布力虻
'ya'cang'xi'zhu 亚藏隙蛛
'ya'chang'huang'hu'feng 亚长黄胡蜂
'ya'chi'tong'yuan'chun 雅翅同缘蝽
'ya'chi'yue'du'huang 亚翅跃度蝗
'ya'chong'kuan'yuan'jin'xiao'feng 蚜虫宽缘金小蜂
'ya'chong'tiao'xiao'feng 蚜虫跳小蜂
'ya'chong'tiao'xiao'feng'shu 蚜虫跳小蜂属
'ya'chong'xie'yuan'jin'xiao'feng 蚜虫楔缘金小蜂
'ya'chun'shu 牙蝽属
'ya'chun'ting'shu 亚春蜓属
'ya'cong'lv'gan'ya 鸦葱绿干蚜
'ya'da'can'e'shu 亚大蚕蛾属
'ya'dan'zi'chi'e 雅胆子尺蛾
'ya'deng'e'shu 雅灯蛾属
'ya'dong'bao'zhu 亚东豹蛛
'ya'dong'hu'hei'ying 亚东胡黑蝇
'ya'dong'hua'mai'xian'ling 亚东华脉线蛉
'ya'dong'ku'meng 亚东库蠓
'ya'dong'li'yan'pi 亚东璃眼蜱
'ya'dong'liu'yan'you'ling 亚东六眼幽灵
'ya'dong'shuang'zao 亚东双蚤
'ya'dong'wa'duo'zhu 亚东哇朵蛛
'ya'dong'xi'zhu 亚东隙蛛
'ya'dong'xin'yuan'zhu 亚东新园蛛
'ya'dong'yi'cao'mang'chun 亚东异草盲蝽
'ya'dong'yin'shi'zhu 亚东阴石蛛
'ya'dong'zhen'chun 亚东真蝽
'ya'dong'zhong'min'zhu 亚东中皿蛛
'ya'duan'shu'ji'feng 鸦短梳姬蜂
'ya'fei'cao'ling 亚非草蛉
'ya'fei'ma'cao'ling 亚非玛草蛉
'ya'fei'ma'feng 亚非马蜂
'ya'feng'ma'ying'shu 亚蜂麻蝇属
'ya'fu'tiao'jia'shu 亚跗跳甲属
'ya'gan'nong'die'shu 亚坩弄蝶属
'ya'gao'ji'chun 雅高姬蝽
'ya'gao'shan'hong'yi 亚高山红蚁
'ya'gu'e'shu 芽谷蛾属
'ya'gu'ke'ye'ying 亚股客夜蝇
'ya'guan'tou'xi 雅棺头蟋
'ya'he'yan'jin'lv'ji'ying 亚合眼金绿寄蝇
'ya'hei'huang'di'zhong'ying 亚黑黄地种蝇
'ya'hei'zhong'ying 亚黑种蝇
'ya'hen'you'jian'zhong 压痕优剑螽
'ya'hua'gu'chan 雅花蛄蝉
'ya'huan'zhong'shu 亚寰螽属
'ya'hui'die'shu 丫灰蝶属
'ya'hui'die'shu 崖灰蝶属
'ya'hui'die'shu 桠灰蝶属
'ya'hui'die'shu 蚜灰蝶属
'ya'hui'die'shu 雅灰蝶属
'ya'hui'die'ya'ke 蚜灰蝶亚科
'ya'hui'die'zu 蚜灰蝶族
'ya'ji'ban'sha'feng 丫脊斑沙蜂
'ya'jia'die'shu 崖蛱蝶属
'ya'jia'die'shu 雅蛱蝶属
'ya'jia'die'shu 鸦蛱蝶属
'ya'jia'die'shu 鸭蛱蝶属
'ya'jia'fu'jian'feng 鸦甲腹茧蜂
'ya'jia'ke 牙甲科
'ya'jia'ya'ke 牙甲亚科
'ya'jia'zong'ke 牙甲总科
'ya'jia'zu 牙甲族
'ya'jian'feng'jin'xiao'feng 蚜茧蜂金小蜂
'ya'jian'feng'shu 蚜茧蜂属
'ya'jian'feng'ya'ke 蚜茧峰亚科
'ya'jiang'heng'gu'huang 雅江横鼓蝗
'ya'jiang'hua'mai'xian'ling 雅江华脉线蛉
'ya'jiao'chan'shu 雅角蝉属
'ya'jiao'chan'zu 雅角蝉族
'ya'jin'xiao'feng'shu 雅金小蜂属
'ya'jing'feng'shu 芽茎蜂属
'ya'jing'ni'wai'wei'lian 亚晶拟歪尾蠊
'ya'jing'xiang'bai'yi 亚胫象白蚁
'ya'ju'mao'shi 鸭巨毛虱
'ya'ju'ying'ya'ke 鸦疽蝇亚科
'ya'ju'yu'shi 鸭巨羽虱
'ya'ju'zhi'shuang'zao 亚矩指双蚤
'ya'juan'xiang'shu 芽卷象属
'ya'jun'cao'zhong'ying 亚均草种蝇
'ya'ke 亚科
'ya'ke 蚜科
'ya'ke'guan'tou'xi 雅科棺头蟋
'ya'ke'shi'ya'ma'ying 雅可氏亚麻蝇
'ya'ke'si'tiao'feng 雅克四条蜂
'ya'kuan'qiao'jian'feng'shu 亚宽鞘茧蜂属
'ya'lan'bu'jia'shu 亚婪步甲属
'ya'li'ji'feng'shu 亚力姬蜂属
'ya'li'na'song'xiao'du 亚利那松小蠹
'ya'li'sang'na'mian'hong'chun 亚利桑那棉红蝽
'ya'li'shan'da'bai'ling 亚历山大白蛉
'ya'li'shi'chun'ting 亚力施春蜓
'ya'li'shu'jing'huang 雅丽束颈蝗
'ya'li'wei'zhou'e 亚梨威舟蛾
'ya'lian'guan'ya'shu 桠镰管蚜属
'ya'lian'shu 亚蠊属
'ya'lian'shu 雅蠊属
'ya'lie'chun'shu 雅猎蝽属
'ya'lie'liu'dou'hui'ying 亚烈溜斗秽蝇
'ya'ling'ban'te'lu'shi'ying 哑铃斑特鲁实蝇
'ya'ling'nong'die'shu 哑铃弄蝶属
'ya'ling'xi'shu 哑蛉蟋属
'ya'long'yan'er'lu'zhong 亚隆掩耳露螽
'ya'lu'jiang'dian'chi'ying 鸭绿江点池蝇
'ya'luan'mo'chan 雅卵沫禅
'ya'lun'nong'die'shu 亚伦弄蝶属
'ya'luo'hui'die'shu 雅洛灰蝶属
'ya'ma'chi'chun 亚麻赤蝽
'ya'ma'guo'ye'e 亚麻果夜蛾
'ya'ma'huang'tou'tiao'jia 亚麻黄头跳甲
'ya'ma'ji'ma 亚麻蓟马
'ya'ma'lei'meng 亚马耒虻
'ya'ma'man'chun 亚麻曼蝽
'ya'ma'mu'li'jie 亚马牡蛎蚧
'ya'ma'ying'shu 亚麻蝇属
'ya'ma'yuan'xi'juan'e 亚麻原细卷蛾
'ya'mai'e'shu 芽麦蛾属
'ya'mao'chong'shu 丫毛虫属
'ya'mao'duo'ci'yi 亚毛多刺蚁
'ya'mao'ni'da'wei'ya 鸭茅拟大尾蚜
'ya'mao'ti'ni'man'yao'wen 亚毛提尼曼摇蚊
'ya'mei'zhu'shu 亚美蛛属
'ya'min'shan'meng 亚岷山虻
'ya'ming'zhong'shu 亚鸣螽属
'ya'niao'shi 鸦鸟虱
'ya'niao'shi'shu 鸭鸟虱属
'ya'nong'die'shu 雅弄蝶属
'ya'pi'jia'shu 亚琵甲属
'ya'pu'hui'die'shu 雅朴灰蝶属
'ya'rang'tu'bai'yi 亚让土白蚁
'ya'rui'long'bei'zha 亚锐隆背蚱
'ya'sai'jin'gui'shu 雅鳃金龟属
'ya'sha'meng 亚沙虻
'ya'shi 蚜狮
'ya'shi 鸭虱
'ya'shi'chang'qiao'fei'shi 雅氏长鞘飞虱
'ya'shu 亚属
'ya'shu 蚜属
'ya'shu'xie'ling 亚曙蝎蛉
'ya'shuang'cha'quan'ying 亚双叉泉蝇
'ya'shuang'liu'tou'hui'ying 亚双溜头秽蝇
'ya'si'fu'jin'xiao'feng 雅斯夫金小蜂
'ya'si'hui'die'shu 雅斯灰蝶属
'ya'su'cao'ling 雅俗草蛉
'ya'te'tian'niu'shu 亚特天牛属
'ya'tian'niu'shu 亚天牛属
'ya'tiao'xiao'feng'shu 亚跳小蜂属
'ya'tiao'xiao'feng'shu 雅跳小蜂属
'ya'tiao'ya'shu 亚跳蚜属
'ya'tong'cao'ling 雅通草蛉
'ya'tong'yi'wen 亚铜伊蚊
'ya'tou'zhen'ye'ying 丫头真叶蝇
'ya'wai'jian'feng'shu 蚜外茧蜂属
'ya'wan'chi'lian 芽弯翅蠊
'ya'wei'e'shu 芽微蛾属
'ya'wen'gou'fu'ji'feng 亚纹钩腹姬蜂
'ya'wen'nong'die'shu 丫纹弄蝶属
'ya'wen'san'ci'jiao'chan 丫纹三刺角蝉
'ya'wen'xie'jiao'chan 丫纹楔角蝉
'ya'wen'ye'e'shu 丫纹夜蛾属
'ya'wu'dian'feng 雅无垫蜂
'ya'wu'ji'ying 亚乌棘蝇
'ya'xi'shu 哑蟋属
'ya'xi'wu'ying 亚西污蝇
'ya'xian'die'shu 雅蚬蝶属
'ya'xian'jia'bai'yi 崖县家白蚁
'ya'xian'ru'bai'yi 崖县乳白蚁
'ya'xiang'shu 牙象属
'ya'xiao'du'shu 丫小蠹属
'ya'xiao'du'shu 芽小蠹属
'ya'xiao'feng'ke 蚜小蜂科
'ya'xiao'feng'shu 蚜小蜂属
'ya'xiao'juan'e'shu 芽小卷蛾属
'ya'xiao'ye'chan'shu 雅小叶蝉属
'ya'xiao'yi 雅小异
'ya'xiao'zhao'bian'ya 压小爪扁蚜
'ya'xiong'feng 亚熊蜂
'ya'ya'ke 蚜亚科
'ya'yan'die'shu 雅眼蝶属
'ya'ye'da'lian 亚叶大蠊
'ya'ye'e'shu 雅夜蛾属
'ya'ye'tang'shu 亚叶螳属
'ya'yin'chi'chong'shu 丫隐翅虫属
'ya'yin'chi'chong'shu 亚隐翅虫属
'ya'ying'ji'feng'shu 蚜蝇姬蜂属
'ya'ying'ji'feng'ya'ke 蚜蝇姬蜂亚科
'ya'yu'zhu 亚隅蛛
'ya'yuan'chun'shu 鸭缘蝽属
'ya'yuan'dan'ju'ji'feng 亚缘单距姬蜂
'ya'yuan'jie'shu 亚圆蚧属
'ya'yuan'ma'lian 亚缘玛蠊
'ya'zang'xiang'bai'yi 亚藏象白蚁
'ya'zhang'jiao'niao'shi 鸦长角鸟虱
'ya'zhi'bing'suo'chi'jian'feng 雅致柄索翅茧蜂
'ya'zhi'cao'dan'jian'fei'shi 鸭跖草淡肩飞虱
'ya'zhi'da'lian 雅致大蠊
'ya'zhi'kai'li'fei'shi 雅致凯利飞虱
'ya'zhi'mai'shi'ying'shu 雅致脉实蝇属
'ya'zhi'si'ke'zhu 雅致斯科蛛
'ya'zhi'tu'shui'meng 芽指突水虻
'ya'zhong'shu 亚螽属
'ya'zhong'ya'ke 亚螽亚科
'ya'zhou'bei'ji'feng 亚皱背姬蜂
'ya'zhou'cao'zhong'ying 亚洲草种蝇
'ya'zhou'chang'fang'zhu 亚洲长纺蛛
'ya'zhou'cong 雅州蟌
'ya'zhou'cong'he'ling 亚洲丛褐蛉
'ya'zhou'duo'ban'shi 亚洲多板虱
'ya'zhou'e'shu 芽舟蛾属
'ya'zhou'fei'huang 亚洲飞蝗
'ya'zhou'fen'shi'shu 亚洲粉虱属
'ya'zhou'ge'zhu 亚洲格蛛
'ya'zhou'kuang'zhu 亚洲狂蛛
'ya'zhou'li'yan'pi 亚洲璃眼蜱
'ya'zhou'mi'qing 亚洲秘蜻
'ya'zhou'pian'zao 亚洲片蚤
'ya'zhou'san'cha'ya'jian'feng 亚洲三叉蚜茧蜂
'ya'zhou'shan'zao 亚洲山蚤
'ya'zhou'shou'cong 亚洲瘦蟌
'ya'zhou'shuang'zao 亚洲双蚤
'ya'zhou'tian'cai'hui'xiang 亚洲甜菜灰象
'ya'zhou'xi'zhu 亚洲希蛛
'ya'zhou'xiao'che'huang 亚洲小车蝗
'ya'zhou'xin'la'shi'ying 亚洲新腊实蝇
'ya'zhou'xue'pi 亚洲血蜱
'ya'zhou'yan'die 亚洲眼蝶
'ya'zhou'yu'mi'ming 亚洲玉米螟
'ya'zhou'zhang'liu'xie'zhu 亚洲长瘤蟹蛛
'ya'zhou'zhen'jing'jian'feng 亚洲真径茧蜂
'ya'zhu'guo'e'shu 亚蛀果蛾属
'ya'zhu'shu 雅蛛属
'ya'zong'ke 蚜总科
'ya'zong'ti'meng 亚棕体虻
'yan'an'hei'song'ye'feng 延安黑松叶蜂
'yan'an'hong'ji'jiao'chan 延安红脊角蝉
'yan'an'shi'cao'ling 延安饰草蛉
'yan'ban'e 焰斑蛾
'yan'ban'feng'shu 艳斑蜂属
'yan'ban'ji'ying 艳斑寄蝇
'yan'ban'jie'ji'feng 眼斑介姬蜂
'yan'ban'kuan'guang'chi'la'chan 眼斑宽广翅蜡蝉
'yan'ban'kuan'guang'la'chan 眼斑宽广蜡蝉
'yan'ban'kuo'zu'fei'shi 眼斑阔足飞虱
'yan'ban'piao'chong'shu 眼斑瓢虫属
'yan'ban'rong'mao'ji'ying 艳斑茸毛寄蝇
'yan'ban'sha'feng 雁斑沙蜂
'yan'ban'shi'wen'tang 眼斑石纹螳
'yan'ban'tang'shu 眼斑螳属
'yan'ban'tu'feng 眼斑土蜂
'yan'ban'xiao'cong 眼斑小蟌
'yan'ban'zhu'shu 延斑蛛属
'yan'bei'yuan'mu'feng 烟背原木蜂
'yan'bei'yuan'mu'feng'xin'jiang'ya'zhong 烟背原木蜂新疆亚种
'yan'bian'bi'feng 延边壁蜂
'yan'bian'jiao'ye'jia 艳扁角叶甲
'yan'bian'zhong 盐边中
'yan'bing'fu'jian'feng 妍柄腹茧蜂
'yan'bu'jia'shu 艳步甲属
'yan'cao'da'xi 烟草大蟋
'yan'cao'he'xiang 烟草褐象
'yan'cao'hei'ban'mang'chun 烟草黑斑盲蝽
'yan'cao'ji'ma 烟草蓟马
'yan'cao'jie'chi'fen'shi 烟草结翅粉虱
'yan'cao'lv'ye'chan 烟草绿叶蝉
'yan'cao'mang'chun 烟草盲蝽
'yan'cao'mang'chun'shu 烟草盲蝽属
'yan'cao'mu'ye'chan 烟草木叶蝉
'yan'cao'qian'ye'ying 燕草潜叶蝇
'yan'cao'tiao'jia 烟草跳甲
'yan'cao'zhi'qian'ying 燕草植潜蝇
'yan'cao'zhong 烟草螽
'yan'chang'chun 盐长蝽
'yan'chang'chun'ya'ke 盐长蝽亚科
'yan'chang'tang'shu 盐长螗属
'yan'chi'bai'bei'fei'shi 烟翅白背飞虱
'yan'chi'dao'fu'jian'feng 烟翅刀腹茧蜂
'yan'chi'e'ke 烟翅蛾科
'yan'chi'e'shu 烟尺蛾属
'yan'chi'e'shu 焰尺蛾属
'yan'chi'heng'zhou'ye'chan 烟翅横皱叶蝉
'yan'chi'jie'fu'ni'feng 烟翅节腹泥蜂
'yan'chi'ling'ji'ye'chan 烟翅菱脊叶蝉
'yan'chi'lv'se'cong 烟翅绿色蟌
'yan'chi'nong'die'shu 腌翅弄蝶属
'yan'chi'shu'jing'huang 盐池束颈蝗
'yan'chi'tiao'bei'fei'shi 烟翅条背飞虱
'yan'chi'xia'fu'ye'feng 烟翅狭腹叶蜂
'yan'chi'ye'ming'shu 烟翅野螟属
'yan'chong'ke 阎虫科
'yan'chou'chong 燕臭虫
'yan'chun'shu 烟蝽属
'yan'chun'shu 艳蝽属
'yan'ci'e'shu 焰刺蛾属
'yan'ci'e'shu 艳刺蛾属
'yan'cu'jiao'ji'feng 烟粗角姬蜂
'yan'dai'la'ba'shi'ying 颜带拉巴实蝇
'yan'dai'nie 艳带啮
'yan'deng'e'shu 艳灯蛾属
'yan'dian'guang'chi'la'chan 眼点广翅蜡蝉
'yan'die'ji'jian'feng 眼蝶脊茧蜂
'yan'die'ke 眼蝶科
'yan'die'shu 眼蝶属
'yan'die'xiao'fu'jian'feng 眼蝶小腹茧蜂
'yan'die'ya'ke 眼蝶亚科
'yan'die'zu 眼蝶族
'yan'dou'wen'xian'die 烟斗纹蚬蝶
'yan'duan'yan'wu'ye'chan 烟端焰乌叶蝉
'yan'dun'jie'shu 炎盾蚧属
'yan'duo'mao'zao'dong'fang'ya'zhong 鼹多毛蚤东方亚种
'yan'duo'mao'zao'zhi'ming'ya'zhong 鼹多毛蚤指名亚种
'yan'e'ke 燕蛾科
'yan'e'kou'jia'shu 檐额叩甲属
'yan'e'kou'jia'zu 檐额叩甲族
'yan'e'mang'chun'shu 延额盲蝽属
'yan'e'shu 燕蛾属
'yan'er 掩耳
'yan'feng'die'shu 燕凤蝶属
'yan'feng'die'zu 燕凤蝶族
'yan'fu'mu'bei'ya 盐肤木倍蚜
'yan'fu'mu'fang'bei'ya 盐肤木仿倍蚜
'yan'fu'mu'hong'fang'bei'ya 盐肤木红仿倍蚜
'yan'fu'wei'ye'e 盐肤尾夜蛾
'yan'ge'bei'bing'fu'xi'feng 阉割悲柄腹细蜂
'yan'gou'tun'tu'feng 颜钩臀土蜂
'yan'gu'ke'ye'ying 烟股客夜蝇
'yan'guan'ji'ma'shu 眼管蓟马属
'yan'guan'ya'shu 烟管蚜属
'yan'guang'yuan'tang 眼广缘螳
'yan'hai'xian'chun'ting 沿海显春蜓
'yan'hao'bo'wen'e 岩浩波纹蛾
'yan'he'hua'ji'ma 烟褐花蓟马
'yan'he'ni'jie'wei'lian 烟褐拟截尾蠊
'yan'he'xin'ji 烟褐新襀
'yan'hei'fei'luo'shi'ying 颜黑菲洛实蝇
'yan'hong'chun'shu 眼红蝽属
'yan'hu'jia 艳虎甲
'yan'hu'tian'niu'shu 艳虎天牛属
'yan'hua'jian'feng 烟滑茧蜂
'yan'hua'tian'niu'shu 眼花天牛属
'yan'huan'die'shu 眼环蝶属
'yan'huang'shan'ling 炎黄山蛉
'yan'huang'shu 燕蝗属
'yan'huang'xing'chi'ling 炎黄星齿蛉
'yan'hui'die'shu 烟灰蝶属
'yan'hui'die'shu 燕灰蝶属
'yan'hui'die'shu 眼灰蝶属
'yan'hui'die'shu 艳灰蝶属
'yan'hui'die'ya'ke 眼灰蝶亚科
'yan'hui'die'zu 眼灰蝶族
'yan'hui'er'ye'chan 烟灰耳叶蝉
'yan'ji'feng'shu 严姬蜂属
'yan'ji'gan'ying'shu 颜脊秆蝇属
'yan'ji'ma 烟蓟马
'yan'ji'shi'ying 颜基实蝇
'yan'ji'yin'chi'chong'shu 眼脊隐翅虫属
'yan'ji'ying 眼疾蝇
'yan'ji'ying'shu 砚寄蝇属
'yan'jia'die'shu 眼蛱蝶属
'yan'jia'ke 阎甲科
'yan'jia'shu 阎甲属
'yan'jia'ya'ke 阎甲亚科
'yan'jiao'ye'zao 燕角叶蚤
'yan'jiao'ye'zao'duan'tu'ya'zhong 燕角叶蚤端凸亚种
'yan'jiao'ye'zao'zhi'ming'ya'zhong 燕角叶蚤指名亚种
'yan'jie'shu 胭蚧属
'yan'juan'e'shu 烟卷蛾属
'yan'kuan'qiao'jian'feng 眼宽鞘茧蜂
'yan'la'chan'ke 阉蜡蝉科
'yan'la'chan'ke 颜蜡蝉科
'yan'la'chan'shu 阉蜡蝉属
'yan'la'chan'shu 颜蜡蝉属
'yan'lan'ge'zhu 眼兰格蛛
'yan'li'bian'hui'ye'chan 艳丽扁喙叶蝉
'yan'li'mai'la'chan'shu 颜粒脉蜡蝉属
'yan'li'se'cong 艳丽色蟌
'yan'li'xiao'xiao 艳丽肖蛸
'yan'lie'zhu 焰猎蛛
'yan'ma'feng 焰马蜂
'yan'ma'ying 延麻蝇
'yan'mai'xia'ji'ma 燕麦狭蓟马
'yan'mai'ya'jian'feng 燕麦蚜茧蜂
'yan'mang'chun 烟盲蝽
'yan'mang'chun'shu 烟盲蝽属
'yan'mao'ba'yuan 焰毛巴蚖
'yan'mao'chi'e'shu 艳毛尺蛾属
'yan'men'guan'chu'huang 雁门关雏蝗
'yan'meng 雁虻
'yan'mu'du'e'shu 眼木蠹蛾属
'yan'mu'jia'die 艳目蛱蝶
'yan'nian'chi'ke 眼捻翅科
'yan'nong'die'shu 烟弄蝶属
'yan'nong'die'shu 焰弄蝶属
'yan'nong'die'shu 眼弄蝶属
'yan'nong'die'shu 艳弄蝶属
'yan'pi'ying'shu 颜皮蝇属
'yan'qi'gong'bei'yi 岩栖弓背蚁
'yan'qiao'jia'shu 眼锹甲属
'yan'qie'ye'feng 艳切叶蜂
'yan'qing'chi'e'shu 艳青尺蛾属
'yan'qing'chong 烟青虫
'yan'qing'shu 胭蜻属
'yan'qiu'sou'shu 燕球螋属
'yan'que'jiao'ye'zao 燕雀角叶蚤
'yan'rong'hong'chun 艳绒红蝽
'yan'rui'shu 厌蚋属
'yan'se'cong'shu 艳色蟌属
'yan'se'da'lian 烟色大蠊
'yan'se'di'tai'e 烟色滴苔蛾
'yan'se'duan'xu'e 烟色短须蛾
'yan'se'shou'huo'yi 烟色收获蚁
'yan'se'shuang'jie'xing'jun'yi 烟色双节行军蚁
'yan'se'tiao'xiao'feng 烟色跳小蜂
'yan'se'yue'zhu 岩色跃蛛
'yan'se'zao'ji'feng 烟色凿姬蜂
'yan'shan'gu'yuan 雁山古蚖
'yan'shan'ke 眼扇科
'yan'shan'qi'shu'chun 雁山奇树蝽
'yan'shan'qian'xue'meng 燕山潜穴虻
'yan'sheng'gu'bei'fei'shi 盐生古北飞虱
'yan'shi'qiu'zhu 颜氏球蛛
'yan'shi'shu'jing'huang 岩石束颈蝗
'yan'shi'shu'jing'huang'huang'yan'ya'zhong 岩石束颈蝗黄岩亚种
'yan'shi'shu'jing'huang'zhi'ming'ya'zhong 岩石束颈蝗指名亚种
'yan'shi'shu'jing'huang'zi'yan'ya'zhong 岩石束颈蝗紫岩亚种
'yan'shu'shuang'zao 鼹鼠双蚤
'yan'shu'xia'tun'zao 岩鼠狭臀蚤
'yan'shuang'guan'tiao'zhu 眼双管跳蛛
'yan'song'shu'en'lan'shi 岩松鼠恩蓝虱
'yan'song'shu'xin'xue'shi 岩松鼠新血虱
'yan'tai'e'shu 艳苔蛾属
'yan'tian'niu'shu 眼天牛属
'yan'tian'niu'shu 胭天牛属
'yan'tian'niu'shu 艳天牛属
'yan'tiao'chun'shu 盐跳蝽属
'yan'wang'zu 砚王族
'yan'wei'ban'e'shu 燕尾斑蛾属
'yan'wei'xian'die'shu 燕尾蚬蝶属
'yan'wei'zhou'e'shu 燕尾舟蛾属
'yan'wen'gou'e 眼纹钩蛾
'yan'wen'jia'die'shu 眼纹蛱蝶属
'yan'wen'jiao'ban'ya 岩纹角斑蚜
'yan'wen'shu'mai'guang'chi'la'chan 眼纹疏脉广翅蜡蝉
'yan'xi'xiong'yi 眼细胸蚁
'yan'xian'ye'e 烟陷夜蛾
'yan'xiao'cai'dai'feng 艳小彩带蜂
'yan'xiao'juan'e'shu 艳小卷蛾属
'yan'xiao'ye'chan'shu 眼小叶蝉属
'yan'xiao'ye'chan'shu 研小叶蝉属
'yan'xun'wen'ke 眼蕈蚊科
'yan'ya'jian'feng 烟蚜茧蜂
'yan'yan'ban'hua'tang 艳眼斑花螳
'yan'yan'ban'tang 艳眼斑螳
'yan'yan'die 艳眼蝶
'yan'yan'die'shu 岩眼蝶属
'yan'yan'die'shu 艳眼蝶属
'yan'yan'la'chan 烟阉蜡蝉
'yan'ye'e'shu 燕夜蛾属
'yan'ye'e'shu 衍夜蛾属
'yan'ye'feng 岩叶蜂
'yan'ye'she'feng 艳叶舌蜂
'yan'ye'xiang'shu 烟叶象属
'yan'ye'xiang'shu 眼叶象属
'yan'ye'ye'e'shu 艳叶夜蛾属
'yan'yi'feng 艳蚁蜂
'yan'yin'gou'ye'e 艳银钩夜蛾
'yan'ying'ke 眼蝇科
'yan'ying'shu 咽蝇属
'yan'ying'shu 眼蝇属
'yan'yuan'chu'huang 盐源雏蝗
'yan'yun'cai'zhong 烟云彩螽
'yan'zao'hui'die 燕枣灰蝶
'yan'zao'shu 眼蚤属
'yan'ze'yi'wen 盐泽伊蚊
'yan'zhang'jiao'chong'shu 盐长角虫属
'yan'zhi'ye'chan'shu 胭脂叶蝉属
'yan'zhong'ban'fa'si'ka'shi'ying 颜中斑法斯卡实蝇
'yan'zhu'jie'shu 胭珠蚧属
'yan'zhu'shu 艳蛛属
'yan'zong'tu'yan'shi'ying 艳鬃突眼实蝇
'yang'bai'jian'zhou'e 杨白剑舟蛾
'yang'ban'ji'feng 羊斑姬蜂
'yang'bi'tian'xing'zhu 漾濞天星蛛
'yang'bi'ying 羊鼻蝇
'yang'bian'chun'shu 杨扁蝽属
'yang'bing'heng'ying'mian'ya 杨柄横瘿绵蚜
'yang'bing'shan'shan'cong 杨冰扇山蟌
'yang'bing'ye'ying'mian'ya 杨柄叶瘿绵蚜
'yang'bo'shi'juan'ye'feng 杨波氏卷叶蜂
'yang'chai'xiao'du'shu 洋柴小蠹属
'yang'chan'zu 殃蝉族
'yang'chang'hui'da'ya 杨长喙大蚜
'yang'chang'hui'zao 羊长喙蚤
'yang'chang'li'jie 杨长蛎蚧
'yang'chi'dun'jie 杨齿盾蚧
'yang'chui'jiao'ye'feng 杨锤角叶蜂
'yang'chun'shu 仰蝽属
'yang'chun'tai'nan'ying 阳春台南蝇
'yang'cong'ban'ying 洋葱斑蝇
'yang'cong'mang'chun 洋葱盲蝽
'yang'cong'qian'ying 洋葱潜蝇
'yang'cu'mao'mian'ya 杨粗毛绵蚜
'yang'da'gui'liang'jia'die 杨大龟亮蛱蝶
'yang'dai'ji'ma 杨呆蓟马
'yang'du'e 杨毒蛾
'yang'du'e'hei'luan'feng 杨毒蛾黑卵蜂
'yang'dun'jie 杨盾蚧
'yang'duo'mao'ying'mian'ya 杨多毛瘿绵蚜
'yang'e'zha'shu 佯鳄蚱属
'yang'gan'jie 杨干蚧
'yang'gan'kua'yuan'jie 杨干夸圆蚧
'yang'han'piao'ying'mian'ya 杨旱螵瘿绵蚜
'yang'he'wen'chi'e 杨褐纹尺蛾
'yang'hei'dian'ye'feng 杨黑点叶蜂
'yang'hei'fu'ye'feng 杨黑腹叶蜂
'yang'hei'ye'feng 杨黑叶蜂
'yang'heng'tou'ye'chan 杨横头叶蝉
'yang'hong'chong'ke 洋红虫科
'yang'hong'chong'shu 洋红虫属
'yang'hong'jie'ke 洋红蚧科
'yang'hong'jie'shu 洋红蚧属
'yang'hong'jing'tian'niu 杨红颈天牛
'yang'hu'tian'niu 羊虎天牛
'yang'huai'san'cha'ya'jian'feng 洋槐三叉蚜茧蜂
'yang'hui'kua'yuan'jie 杨灰夸圆蚧
'yang'ji'chi'e 杨姬尺蛾
'yang'ji'ma'shu 阳蓟马属
'yang'ji'mang'chang'fu'ya 洋蓟盲长跗蚜
'yang'jia'die 杨蛱蝶
'yang'jiao'chan 杨角蝉
'yang'jiao'chan'shu 扬角蝉属
'yang'jiao'chan'shu 杨角蝉属
'yang'jiao'fu'chun'ting 羊角副春蜓
'yang'jiao'xiao'juan'e'shu 羊角小卷蛾属
'yang'jiao'zha'shu 羊角蚱属
'yang'jin'ku'ye'e 钖金枯叶蛾
'yang'ju'duo'jie'tian'niu 洋菊多节天牛
'yang'ku'ye'e 杨枯叶蛾
'yang'ku'ye'e'shu 杨枯叶蛾属
'yang'liu'chui'jiao'ye'feng 杨柳锤角叶蜂
'yang'liu'dian'zhai'ji'ding 杨六点窄吉丁
'yang'liu'guang'ju'jiao'ye'jia 杨柳光锯角叶甲
'yang'liu'xin'li'mang'chun 杨柳新丽盲蝽
'yang'liu'ye'qian'ying 杨柳叶潜蝇
'yang'luo'ju'wang'chun 杨裸菊网蝽
'yang'lv'tian'niu 杨绿天牛
'yang'mai'e'shu 杨麦蛾属
'yang'mai'e'shu 阳麦蛾属
'yang'mang'shi 羊盲虱
'yang'mao'tian'niu'shu 羊毛天牛属
'yang'mei'ci'e 杨梅刺蛾
'yang'mei'cui'jiao'jie 杨梅翠胶蚧
'yang'mei'qian'ye'feng'shu 杨梅潜叶蜂属
'yang'mei'ying'jiao'jie 杨梅硬胶蚧
'yang'mian'la'jie 杨绵蜡蚧
'yang'mo'shi'ying'mian'ya 杨莫氏瘿绵蚜
'yang'pian'jiao'ye'chan 杨片角叶蝉
'yang'ping'chi'mian'ya 杨平翅绵蚜
'yang'ping'chi'mian'ya'shang'wu'ya'zhong 杨平翅绵蚜尚武亚种
